conm,quarter,firm,tpuashare
HARTFORD FINANCIAL SERVICES,2005q1,HIG,0
NVIDIA CORP,2005q1,NVDA,0
RUSSELL CORP,2005q1,RML.1,0
UNITED THERAPEUTICS CORP,2005q1,UTHR,0
QUAKER CHEMICAL CORP,2005q1,KWR,0
ATP OIL & GAS CORP,2005q1,ATPAQ,0
FEDERAL REALTY INVESTMENT TR,2005q1,FRT,0
INTL BUSINESS MACHINES CORP,2005q1,IBM,0
LIBERTY CORP,2005q1,LC.1,0
MEDCATH CORP,2005q1,MDTH,0
SUPERIOR ENERGY SERVICES INC,2005q1,SPN,0
CYTOGEN CORP,2005q1,CYTO,0
DDI CORP,2005q1,DDIC,0
AIRNET COMMUNICATIONS CORP,2005q1,ANCCQ,0
EXELIXIS INC,2005q1,EXEL,0
LANCASTER COLONY CORP,2005q1,LANC,0
CYPRESS SEMICONDUCTOR CORP,2005q1,CY,0
MATTEL INC,2005q1,MAT,0
INTELLICHECK INC,2005q1,IDN,0
SABRE HOLDINGS CORP  -CL A,2005q1,TSG.2,0
GRANITE CONSTRUCTION INC,2005q1,GVA,0
ANGELICA CORP,2005q1,AGL.1,0
FREDS INC,2005q1,FRED,0
FPIC INSURANCE GROUP INC,2005q1,FPIC,0
PAYCHEX INC,2005q1,PAYX,0
MARTIN MARIETTA MATERIALS,2005q1,MLM,0
GENSYM CORP,2005q1,GNSM,0
NOVAVAX INC,2005q1,NVAX,0
TELEFLEX INC,2005q1,TFX,0
GOODYEAR TIRE & RUBBER CO,2005q1,GT,0
AETNA INC,2005q1,AET,0
CARBO CERAMICS INC,2005q1,CRR,0
FARGO ELECTRONICS INC,2005q1,FRGO,0
GRANITE BROADCASTING,2005q1,GRRP,0
TEXTRON INC,2005q1,TXT,0
GENTIVA HEALTH SERVICES INC,2005q1,GTIV,0
CHIQUITA BRANDS INTL INC,2005q1,CQB,.019542702
AVNET INC,2005q1,AVT,0
CPI CORP,2005q1,CPICQ,0
INTUITIVE SURGICAL INC,2005q1,ISRG,0
AMERICAN WOODMARK CORP,2005q1,AMWD,0
RUBIO'S RESTAURANTS INC,2005q1,RUBO,0
CULP INC,2005q1,CULP,0
ARQULE INC,2005q1,ARQL,0
DELUXE CORP,2005q1,DLX,0
MAYTAG CORP,2005q1,MYG.1,0
IDX SYSTEMS CORP,2005q1,IDXC,0
BECKMAN COULTER INC,2005q1,BEC,0
RENT-A-CENTER INC,2005q1,RCII,0
CRYOLIFE INC,2005q1,CRY,0
ACTIVISION INC,2005q1,ATVI.1,0
SUNRISE SENIOR LIVING INC,2005q1,SRZ,0
MCKESSON CORP,2005q1,MCK,0
ABLE LABORATORIES INC,2005q1,ABLSQ,0
DENDRITE INTERNATIONAL INC,2005q1,DRTE,0
OREGON STEEL MILLS INC,2005q1,OS,0
CINCINNATI BELL INC,2005q1,CBB,0
FIRST CONSULTING GROUP INC,2005q1,FCGI,0
GENAISSANCE PHARMACEUTICALS,2005q1,GNSC,0
CAVALIER HOMES INC,2005q1,CAV.2,0
QUADRAMED CORP,2005q1,QDHC,0
PLAYBOY ENTERPRISES  -CL B,2005q1,PLA.3,0
GYMBOREE CORP,2005q1,0160A,0
SYNPLICITY INC,2005q1,SYNP,0
INSIGNIA SYSTEMS INC,2005q1,ISIG,0
HOOPER HOLMES INC,2005q1,HPHWQ,0
DEB SHOPS INC,2005q1,DEBS,0
BARD (C.R.) INC,2005q1,BCR,0
FIDELITY NATIONAL FINL INC,2005q1,FNF.1,0
F5 NETWORKS INC,2005q1,FFIV,0
EASTGROUP PROPERTIES,2005q1,EGP,0
OCEANEERING INTERNATIONAL,2005q1,OII,0
JAMDAT MOBILE INC,2005q1,JMDT,0
AMERISTAR CASINOS INC,2005q1,ASCA,0
VALERO ENERGY CORP,2005q1,VLO,0
SEGUE SOFTWARE INC,2005q1,SEGU,0
NAVIGANT INTERNATIONAL INC,2005q1,FLYR,0
MATTHEWS INTL CORP  -CL A,2005q1,MATW,0
NATIONAL FINANCIAL PRTNRS CP,2005q1,NFP,0
SOLECTRON CORP,2005q1,SLR,0
CONNETICS CORP,2005q1,CNCT.,0
HYPERCOM CORP,2005q1,HYC,0
SPEEDWAY MOTORSPORTS INC,2005q1,TRK,0
EMCORE CORP,2005q1,EMKR,0
SNAP-ON INC,2005q1,SNA,0
ASBURY AUTOMOTIVE GROUP INC,2005q1,ABG,0
FOREST OIL CORP -OLD,2005q1,FST,0
JDA SOFTWARE GROUP INC,2005q1,JDAS,0
FLUOR CORP,2005q1,FLR,0
SOUTHWEST AIRLINES,2005q1,LUV,0
BUCKEYE PARTNERS LP,2005q1,BPL,.039904229
COMPEX TECHNOLOGIES INC,2005q1,CMPX,0
LARGE SCALE BIOLOGY CORP,2005q1,LSBC,0
MARINEMAX INC,2005q1,HZO,0
SOUTHWALL TECHNOLOGIES,2005q1,SWTX.1,0
TRIAD HOSPITALS INC,2005q1,TRI.Z,0
INTRAWARE INC,2005q1,ITRA,0
OFFICEMAX INC,2005q1,OMX,0
COVANCE INC,2005q1,CVD,0
CENTEX CORP,2005q1,CTX.2,0
BRISTOL-MYERS SQUIBB CO,2005q1,BMY,0
HEALTHSTREAM INC,2005q1,HSTM,0
UNISYS CORP,2005q1,UIS,0
CALLON PETROLEUM CO/DE,2005q1,CPE,0
HANDLEMAN CO,2005q1,HDLM,0
HENRY (JACK) & ASSOCIATES,2005q1,JKHY,0
AMN HEALTHCARE SERVICES INC,2005q1,AMN,0
ARCHER-DANIELS-MIDLAND CO,2005q1,ADM,0
SWIFT TRANSPORTATION CO INC,2005q1,SWFT.1,0
BAKER HUGHES INC,2005q1,BHI,0
ELECTRONIC DATA SYSTEMS CORP,2005q1,EDS.,0
MOLECULAR DEVICES CORP,2005q1,MDCC,0
REMINGTON OIL&GAS CP  -CL B,2005q1,REM.2,0
SECURE COMPUTING CORP,2005q1,SCUR,0
VISX INC/DE,2005q1,EYE.1,0
GABLES RESIDENTIAL TRUST,2005q1,GBP,0
INTERACTIVE INTELLIGENCE GRP,2005q1,ININ,0
AMERISOURCEBERGEN CORP,2005q1,ABC,0
LEAR CORP,2005q1,LEA,0
SYNTROLEUM CORP,2005q1,SYNM,0
STEWART ENTERPRISES  -CL A,2005q1,STEI,0
VF CORP,2005q1,VFC,0
AXCELIS TECHNOLOGIES INC,2005q1,ACLS,0
NAVIGANT CONSULTING INC,2005q1,NCI,0
MICRON TECHNOLOGY INC,2005q1,MU,0
CHECKPOINT SYSTEMS INC,2005q1,CKP,0
IDT CORP,2005q1,IDT,0
MOLINA HEALTHCARE INC,2005q1,MOH,0
OSI SYSTEMS INC,2005q1,OSIS,0
GREAT LAKES CHEMICAL CORP,2005q1,GLK.1,0
NAVISITE INC,2005q1,NAVI.1,0
JEFFERSON-PILOT CORP,2005q1,JP.1,0
NETRATINGS INC,2005q1,NTRT,0
MOVIE GALLERY INC,2005q1,MVGRQ,0
EXAR CORP,2005q1,EXAR,0
NATIONWIDE FINL SVCS  -CL A,2005q1,NFS,0
GLIMCHER REALTY TRUST,2005q1,GRT,0
JACOBS ENGINEERING GROUP INC,2005q1,JEC,0
BIG 5 SPORTING GOODS CORP,2005q1,BGFV,0
TWEETER HOME ENTMT GROUP INC,2005q1,THEGQ,0
TENNANT CO,2005q1,TNC,0
STAPLES INC,2005q1,SPLS,0
GLOBAL INDUSTRIES LTD,2005q1,GLBL.1,0
EMERSON ELECTRIC CO,2005q1,EMR,0
BEA SYSTEMS INC,2005q1,BEAS,0
KANSAS CITY SOUTHERN,2005q1,KSU,0
HELIX TECHNOLOGY CORP,2005q1,HELX.1,0
CARRIER ACCESS CORP,2005q1,CACS,0
KOHL'S CORP,2005q1,KSS,0
HOUSTON EXPLORATION CO,2005q1,THX,0
ANADIGICS INC,2005q1,ANAD,0
CABOT OIL & GAS CORP,2005q1,COG,0
NETGEAR INC,2005q1,NTGR,0
THREE-FIVE SYSTEMS INC,2005q1,TFSIQ,0
HCC INSURANCE HOLDINGS INC,2005q1,HCC.1,0
SALIX PHARMACEUTICALS LTD,2005q1,SLXP,0
IXIA,2005q1,XXIA,0
ORPHAN MEDICAL INC,2005q1,ORPH,0
DATASCOPE CORP,2005q1,DSCP,0
SAGA COMMUNICATIONS  -CL A,2005q1,SGA,0
BUCKEYE TECHNOLOGIES INC,2005q1,BKI.1,0
INKINE PHARMACEUTICAL CO INC,2005q1,INKP,0
NORFOLK SOUTHERN CORP,2005q1,NSC,0
JOS A BANK CLOTHIERS INC,2005q1,JOSB,0
ZOLL MEDICAL CORP,2005q1,ZOLL,0
HORIZON HEALTH CORP,2005q1,HORC,0
FORRESTER RESEARCH INC,2005q1,FORR,0
SAFEWAY INC,2005q1,SWY,0
GSE SYSTEMS INC,2005q1,GVP,0
ELECTRONIC ARTS INC,2005q1,EA,0
PIER 1 IMPORTS INC/DE,2005q1,PIR,0
DIGIMARC CORP -OLD,2005q1,DMRC.1,0
ENTRAVISION COMMUNICATIONS,2005q1,EVC,0
BIOMED REALTY TRUST INC,2005q1,BMR,0
STEPAN CO,2005q1,SCL,0
CISCO SYSTEMS INC,2005q1,CSCO,0
ARADIGM CORP,2005q1,ARDMQ,0
KADANT INC,2005q1,KAI,0
LATTICE SEMICONDUCTOR CORP,2005q1,LSCC,0
SCICLONE PHARMACEUTICALS INC,2005q1,SCLN,0
HARVARD BIOSCIENCE INC,2005q1,HBIO,0
UNIVERSAL TECHNICAL INST,2005q1,UTI,0
HARDINGE INC,2005q1,HDNG,0
WEST PHARMACEUTICAL SVSC INC,2005q1,WST,0
GENESEE & WYOMING INC  -CL A,2005q1,GWR,0
REGAL BELOIT CORP,2005q1,RBC,0
ROWAN COMPANIES PLC,2005q1,RDC,0
HILB ROGAL & HOBBS CO,2005q1,HRH.1,0
TIVO CORP,2005q1,TIVO,0
COMPUWARE CORP,2005q1,CPWR.1,0
QUALSTAR CORP,2005q1,QBAK,0
APPLIX INC,2005q1,APLX,0
THOMAS INDUSTRIES INC,2005q1,TII.1,0
MATRIA HEALTHCARE INC,2005q1,MATR.,0
LOGILITY INC,2005q1,LGTY,0
GLOBAL SIGNAL INC,2005q1,GSL.1,0
MATRIXONE INC,2005q1,MONE.1,0
APPLIED INDUSTRIAL TECH INC,2005q1,AIT,0
HEALTHCARE REALTY TRUST INC,2005q1,HR,0
JACK IN THE BOX INC,2005q1,JACK,0
SILICON LABORATORIES INC,2005q1,SLAB,0
CHORDIANT SOFTWARE INC,2005q1,CHRD,0
SELECTIVE INS GROUP INC,2005q1,SIGI,0
LION INC,2005q1,LINN,0
EON LABS INC,2005q1,ELAB,0
JACKSON HEWITT TAX SERVICE,2005q1,JHTXQ,0
WILEY (JOHN) & SONS  -CL A,2005q1,JW.A,0
FLORIDA ROCK INDUSTRIES INC,2005q1,FRK,0
BOB EVANS FARMS,2005q1,BOBE,0
CV THERAPEUTICS INC,2005q1,CVTX,0
TRANSGENOMIC INC,2005q1,TBIOD,0
TREX CO INC,2005q1,TREX,0
CORNING INC,2005q1,GLW,.0097399438
COMVERSE TECHNOLOGY INC,2005q1,CMVT,0
TETRA TECH INC,2005q1,TTEK,0
VITAL IMAGES INC,2005q1,VTAL,0
AMERICAN AXLE & MFG HOLDINGS,2005q1,AXL,0
PHOTRONICS INC,2005q1,PLAB,0
UNITED TECHNOLOGIES CORP,2005q1,UTX,0
ORIGEN FINANCIAL INC,2005q1,ORGN,0
HARMAN INTERNATIONAL INDS,2005q1,HAR,0
HARLEYSVILLE GROUP INC,2005q1,HGIC,0
DURECT CORP,2005q1,DRRX,0
SUNOCO INC,2005q1,SUN.1,0
LOOKSMART GROUP INC,2005q1,LKST,0
CINCINNATI FINANCIAL CORP,2005q1,CINF,0
DANA INC,2005q1,DAN,0
HURON CONSULTING GROUP INC,2005q1,HURN,0
CDI CORP,2005q1,CDI,0
BED BATH & BEYOND INC,2005q1,BBBY,0
SCHERING-PLOUGH,2005q1,SGP,0
FOSSIL GROUP INC,2005q1,FOSL,0
APAC CUSTOMER SERVICES INC,2005q1,APAC,0
CYMER INC,2005q1,CYMI,0
UNIFIRST CORP,2005q1,UNF,0
POWERWAVE TECHNOLOGIES INC,2005q1,PWAVQ,0
STEEL TECHNOLOGIES INC,2005q1,STTX.,0
WESTERN DIGITAL CORP,2005q1,WDC,0
MOHAWK INDUSTRIES INC,2005q1,MHK,0
PACIFIC ENERGY PARTNERS  -LP,2005q1,PPX.1,0
ARTHUR J GALLAGHER & CO,2005q1,AJG,0
JARDEN CORP,2005q1,JAH,0
CHATTEM INC,2005q1,CHTT,0
DOCUCORP INTERNATIONAL INC,2005q1,DOCC,0
RAMBUS INC,2005q1,RMBS,0
CHOICEPOINT INC,2005q1,CPS.1,0
DIGI INTERNATIONAL INC,2005q1,DGII,0
COMPUTER HORIZONS CORP,2005q1,CHZS,0
AMDOCS,2005q1,DOX,0
ASHFORD HOSPITALITY TRUST,2005q1,AHT,0
RIVIERA HOLDINGS CORP,2005q1,RVHLQ,0
PCTEL INC,2005q1,PCTI,0
WORLD WRESTLING ENTMT INC,2005q1,WWE,0
VERITAS DGC INC,2005q1,VTS,0
BRANDYWINE REALTY TRUST,2005q1,BDN,0
BRISTOL WEST HOLDINGS INC,2005q1,BRW,0
DYAX CORP,2005q1,DYAX,0
SPSS INC,2005q1,SPSS,0
DIGENE CORP,2005q1,DIGE,0
TEKELEC,2005q1,TKLC,0
IDENTIX INC,2005q1,IDNX,0
OIL DRI CORP AMERICA,2005q1,ODC,0
Q COMM INTL INC,2005q1,QMMI,0
GENWORTH FINANCIAL INC,2005q1,GNW,0
INTERSIL CORP  -CL A,2005q1,ISIL,0
SYKES ENTERPRISES INC,2005q1,SYKE,0
HECLA MINING CO,2005q1,HL,0
MASCO CORP,2005q1,MAS,0
RENAISSANCE LEARNING INC,2005q1,RLRN,0
NANOGEN INC,2005q1,NGEN,0
NASH FINCH CO,2005q1,NAFC,0
LABONE INC,2005q1,LABS.1,0
HARVEST NATURAL RESOURCES,2005q1,HNR,0
K-SWISS INC  -CL A,2005q1,KSWS,0
ASYST TECHNOLOGIES INC,2005q1,ASYTQ,0
3M CO,2005q1,MMM,0
HUB INTERNATIONAL LTD,2005q1,HBG,0
GTX INC,2005q1,GTXI,0
PILGRIM'S PRIDE CORP,2005q1,PPC,0
EDO CORP,2005q1,EDO.,0
BEL FUSE INC,2005q1,BELFB,0
KAYDON CORP,2005q1,KDN,0
LINENS N THINGS INC,2005q1,LIN.,0
STANDARD REGISTER CO,2005q1,SRCTQ,0
ROFIN SINAR TECHNOLOGIES INC,2005q1,RSTI,0
MARKEL CORP,2005q1,MKL,0
JUNIPER NETWORKS INC,2005q1,JNPR,0
EPICOR SOFTWARE CORP,2005q1,9693B,0
PATINA OIL & GAS CORP,2005q1,POG.3,0
CREE INC,2005q1,CREE,0
AVOCENT CORP,2005q1,AVCT,0
CHAMPPS ENTMT INC,2005q1,CMPP,0
POMEROY IT SOLUTIONS INC,2005q1,PMRY,0
TRACTOR SUPPLY CO,2005q1,TSCO,0
CENTURY ALUMINUM CO,2005q1,CENX,0
CAL DIVE INTERNATIONAL INC,2005q1,CDVIQ,0
NEOFORMA INC,2005q1,NEOF,0
ECLIPSYS CORP,2005q1,ECLP,0
MOODY'S CORP,2005q1,MCO,0
STONE ENERGY CORP,2005q1,SGY,0
KINDRED HEALTHCARE INC,2005q1,KND,0
EXTRA SPACE STORAGE INC,2005q1,EXR,0
MSC SOFTWARE CORP,2005q1,MSCS,0
MILLIPORE CORP,2005q1,MIL.2,0
TEAM INC,2005q1,TISI,0
ESSEX CORP,2005q1,KEYW.1,0
SYMMETRICOM INC,2005q1,SYMM,0
BOWNE & CO INC,2005q1,BNE,0
OMNOVA SOLUTIONS INC,2005q1,OMN,0
TORO CO,2005q1,TTC,0
STANDARD MOTOR PRODS,2005q1,SMP,0
CELLEGY PHARMACEUTICALS -OLD,2005q1,4437B,0
FLOW INTL CORP,2005q1,FLOW.1,0
PEPSIAMERICAS INC,2005q1,PAS,0
ADTRAN INC,2005q1,ADTN,0
COLGATE-PALMOLIVE CO,2005q1,CL,0
ANADARKO PETROLEUM CORP,2005q1,APC,0
ABIOMED INC,2005q1,ABMD,0
BRE PROPERTIES INC,2005q1,BRE,0
ANIMAS CORP,2005q1,PUMP.1,0
WASHINGTON REIT,2005q1,WRE,0
TELLABS INC,2005q1,TLAB,0
OVERSEAS SHIPHOLDING GROUP,2005q1,OSG,0
MOLDFLOW CORP,2005q1,MFLO,0
HUBBELL INC,2005q1,HUBB,0
VITAL SIGNS INC,2005q1,VITL,0
FOAMEX INTERNATIONAL INC,2005q1,FMXLQ,0
VALASSIS COMMUNICATIONS INC,2005q1,VCI,0
CATALINA MARKETING CORP,2005q1,POS,0
AEP INDUSTRIES INC,2005q1,AEPI,0
CENTILLIUM COMMUNICATIONS,2005q1,CTLM,0
MICROTUNE INC,2005q1,TUNE,0
VITESSE SEMICONDUCTOR CORP,2005q1,VTSS,0
SURMODICS INC,2005q1,SRDX,0
PENNEY (J C) CO,2005q1,JCP,0
CABOT CORP,2005q1,CBT,0
PEABODY ENERGY CORP,2005q1,BTU,0
COOLSAVINGS INC,2005q1,3CSAV,0
A D A M INC,2005q1,ADAM.1,0
INTEGRATED CIRCUIT SYSTEMS,2005q1,ICST,0
ART TECHNOLOGY GROUP INC,2005q1,ARTG,0
MEDIA GENERAL INC,2005q1,MEG,0
PACKAGING CORP OF AMERICA,2005q1,PKG,0
INSITE VISION INC,2005q1,INSV,0
ONYX PHARMACEUTICALS INC,2005q1,ONXX,0
INTEGRATED DEVICE TECH INC,2005q1,IDTI,0
EMULEX CORP,2005q1,ELX,0
TAUBMAN CENTERS INC,2005q1,TCO,0
EAGLE MATERIALS INC,2005q1,EXP,0
PUBLIC STORAGE,2005q1,PSA,0
MAXWELL TECHNOLOGIES INC,2005q1,MXWL,0
MCAFEE INC,2005q1,MFE,0
POWER INTEGRATIONS INC,2005q1,POWI,0
IBIS TECHNOLOGY CORP,2005q1,IBIS,0
PACIFICARE HEALTH SYSTEMS,2005q1,PHS,0
IGATE CORP,2005q1,IGTE,0
ISTA PHARMACEUTICALS INC,2005q1,ISTA,0
724 SOLUTIONS INC,2005q1,SVNX,0
NDCHEALTH CORP,2005q1,NDC,0
CRAY INC,2005q1,CRAY,0
BJ'S WHOLESALE CLUB INC,2005q1,BJ.1,0
PROGRESSIVE GAMING INTL CORP,2005q1,PGICQ,0
SYBASE INC,2005q1,SY.3,0
HANCOCK FABRICS INC,2005q1,HKFIQ,0
QUANEX CORP,2005q1,NX.2,0
FERRELLGAS PARTNERS  -LP,2005q1,FGP,0
SCIENTIFIC LEARNING CORP,2005q1,SCIL,0
ASHLAND GLOBAL HOLDINGS INC,2005q1,ASH,0
LIBBEY INC,2005q1,LBY,0
REALNETWORKS INC,2005q1,RNWK,0
CALIFORNIA MICRO DEVICES CP,2005q1,CAMD,0
HYDRIL CO,2005q1,HYDL,0
GSI COMMERCE INC,2005q1,GSIC,0
COMFORT SYSTEMS USA INC,2005q1,FIX,0
SRA INTERNATIONAL INC,2005q1,SRX,0
UNIFI INC,2005q1,UFI,0
VITRIA TECHNOLOGY INC,2005q1,VITR,0
BANTA CORP,2005q1,BN.2,0
DIRECT GENERAL CORP,2005q1,DRCT,0
MARTEK BIOSCIENCES CORP,2005q1,MATK,0
COLLECTORS UNIVERSE INC,2005q1,CLCT,0
BIO REFERENCE LABS,2005q1,BRLI,0
OLYMPIC STEEL INC,2005q1,ZEUS,0
NUANCE COMMUNICATIONS INC,2005q1,NUAN,0
MAXIMUS INC,2005q1,MMS,0
WCI COMMUNITIES INC,2005q1,WCIC,0
BROADCOM CORP,2005q1,BRCM,0
INCYTE CORP,2005q1,INCY,0
PEC SOLUTIONS INC,2005q1,PECS,0
SEACHANGE INTERNATIONAL INC,2005q1,SEAC,0
MEDIS TECHNOLOGIES LTD,2005q1,MDTL,0
CALIPER LIFE SCIENCES INC,2005q1,CALP,0
PENN NATIONAL GAMING INC,2005q1,PENN,0
PDF SOLUTIONS INC,2005q1,PDFS,0
EBAY INC,2005q1,EBAY,0
SYBRON DENTAL SPECIALTIES,2005q1,SYD.1,0
SONIC CORP,2005q1,SONC,0
SOMANETICS CORP,2005q1,SMTS.1,0
VOLT INFO SCIENCES INC,2005q1,VISI,0
NEWMARKET CORP,2005q1,NEU,0
DOVER MOTORSPORTS INC,2005q1,DVD,0
EAGLE BROADBAND INC,2005q1,EAGB,0
WHITING PETROLEUM CORP,2005q1,WLL,0
GOODYS FAMILY CLOTHING INC,2005q1,GDYS,0
SONOSITE INC,2005q1,SONO.1,0
VENTANA MEDICAL SYSTEM INC,2005q1,VMSI.1,0
SCHWEITZER-MAUDUIT INTL INC,2005q1,SWM,0
INSIGHT ENTERPRISES INC,2005q1,NSIT,0
MID-AMERICA APT CMNTYS INC,2005q1,MAA,0
HARMONIC INC,2005q1,HLIT,0
PIXELWORKS INC,2005q1,PXLW,0
RESEARCH FRONTIERS INC,2005q1,REFR,0
PACER INTERNATIONAL INC,2005q1,PACR,0
SEATTLE GENETICS INC,2005q1,SGEN,0
TRIUMPH GROUP INC,2005q1,TGI,0
I D SYSTEMS INC,2005q1,IDSY,0
MRO SOFTWARE INC,2005q1,MROI,0
BLACK & DECKER CORP,2005q1,BDK,0
MEDAREX INC,2005q1,MEDX,0
ASTEC INDUSTRIES INC,2005q1,ASTE,0
HEXCEL CORP,2005q1,HXL,0
MINDSPEED TECHNOLOGIES INC,2005q1,MSPD,0
COMSTOCK RESOURCES INC -OLD,2005q1,CRK.5,0
KMG AMERICA CORP,2005q1,KMA,0
OCCIDENTAL PETROLEUM CORP,2005q1,OXY,0
NEW CENTURY FINANCIAL CORP,2005q1,NEWCQ,0
MIPS TECHNOLOGIES INC,2005q1,MIPS,0
WILLIAM LYON HOMES,2005q1,WLH,0
CLICK COMMERCE INC,2005q1,CKCM,0
NN INC,2005q1,NNBR,0
MODTECH HOLDINGS INC,2005q1,MODTQ,0
TRANSMETA CORP,2005q1,TMTA,0
IDEX CORP,2005q1,IEX,0
UNITED PARCEL SERVICE INC,2005q1,UPS,0
LOCKHEED MARTIN CORP,2005q1,LMT,0
SCHNITZER STEEL INDS  -CL A,2005q1,SCHN,0
OVERLAND STORAGE INC,2005q1,OVRL,0
MICROTEK MEDICAL HLDGS INC,2005q1,MTMD,0
SIGMATEL INC,2005q1,SGTL,0
MICROVISION INC,2005q1,MVIS,0
MTR GAMING GROUP INC,2005q1,MNTG,0
CACI INTL INC  -CL A,2005q1,CACI,0
MANITOWOC CO,2005q1,MTW,0
OVERSTOCK.COM INC,2005q1,OSTK,0
LONGVIEW FIBRE CO,2005q1,LFB,0
MINERALS TECHNOLOGIES INC,2005q1,MTX,0
OSCIENT PHARMACEUTICALS CORP,2005q1,OSCIQ,0
CEDAR FAIR  -LP,2005q1,FUN,0
SOURCE INTERLINK COS INC,2005q1,SORCQ,0
MICROMUSE INC,2005q1,MUSE,0
STAMPS.COM INC,2005q1,STMP,0
OMNICARE INC,2005q1,OCR,0
SHOE CARNIVAL INC,2005q1,SCVL,0
SYMBOL TECHNOLOGIES,2005q1,SBL.2,0
CNET NETWORKS INC,2005q1,CNET.,0
MAVERICK TUBE CORP,2005q1,MVK,0
SIMON PROPERTY GROUP INC,2005q1,SPG,0
BAXTER INTERNATIONAL INC,2005q1,BAX,0
VERTRUE INC,2005q1,VTRU,0
NIC INC,2005q1,EGOV,0
CONEXANT SYSTEMS INC,2005q1,CNXT.1,0
MONSTER WORLDWIDE INC,2005q1,MWW,0
HUGHES SUPPLY INC,2005q1,HUG,0
ONLINE RESOURCES CORP,2005q1,ORCC.1,0
PLUG POWER INC,2005q1,PLUG,0
CYTEC INDUSTRIES INC,2005q1,CYT,0
CHUBB CORP,2005q1,CB.1,0
PARTY CITY CORP,2005q1,PCTY.1,0
ACETO CORP,2005q1,ACETQ,0
LAWSON SOFTWARE INC,2005q1,LWSN,0
COLDWATER CREEK INC,2005q1,CWTRQ,0
ZEBRA TECHNOLOGIES CP  -CL A,2005q1,ZBRA,0
OPTION CARE INC,2005q1,OPTN.,0
HARLEY-DAVIDSON INC,2005q1,HOG,0
GREENFIELD ONLINE INC,2005q1,SRVY,0
ARGON ST INC,2005q1,STST.1,0
SYNAPTICS INC,2005q1,SYNA,0
NATIONAL INSTRUMENTS CORP,2005q1,NATI,0
OPLINK COMMUNICATIONS INC,2005q1,OPLK,0
BJ SERVICES CO,2005q1,BJS.1,0
RED HAT INC,2005q1,RHT,0
MPOWER HOLDING CORP,2005q1,MPE.1,0
FISHER SCIENTIFIC INTL INC,2005q1,FSH.2,0
U S PHYSICAL THERAPY INC,2005q1,USPH,0
CSX CORP,2005q1,CSX,0
GATX CORP,2005q1,GATX,0
SPECTRASITE INC,2005q1,SSI.2,0
UNION PACIFIC CORP,2005q1,UNP,0
KVH INDUSTRIES INC,2005q1,KVHI,0
SPORTS AUTHORITY INC,2005q1,TSA,0
ACUSPHERE INC,2005q1,ACUS,0
MONSANTO CO,2005q1,MON,0
TBC CORP,2005q1,TBCC,0
LONGS DRUG STORES CORP,2005q1,LDG,0
NATIONAL SEMICONDUCTOR CORP,2005q1,NSM.2,0
DONALDSON CO INC,2005q1,DCI,0
PMC-SIERRA INC,2005q1,PMCS,0
BROOKTROUT INC,2005q1,BRKT,0
ACACIA RESEARCH CORP,2005q1,ACTG,0
WATERS CORP,2005q1,WAT,0
NORTHFIELD LABORATORIES INC,2005q1,NFLDQ,0
PARLEX CORP,2005q1,PRLX.,0
PENWEST PHARMACEUTICALS CO,2005q1,PPCO,0
ORLEANS HOMEBUILDERS INC,2005q1,OHBIQ,0
FINISAR CORP,2005q1,FNSR,0
OMI CORP,2005q1,OMM.1,0
COLONIAL PROPERTIES TRUST,2005q1,CLP,0
PACKETEER INC,2005q1,PKTR,0
1-800-FLOWERS.COM,2005q1,FLWS,0
PC CONNECTION INC,2005q1,CNXN,0
AMERICAN FINANCIAL GROUP INC,2005q1,AFG,0
TODCO,2005q1,THE,0
MIDAS INC,2005q1,MDS,0
SUNOCO LOGISTICS PARTNERS LP,2005q1,SXL,0
TANOX INC,2005q1,TNOX,0
DRS TECHNOLOGIES INC,2005q1,DRS,0
MTS SYSTEMS CORP,2005q1,MTSC,0
LINEAR TECHNOLOGY CORP,2005q1,LLTC,0
CORPORATE OFFICE PROPERT,2005q1,OFC,0
KOS PHARMACEUTICALS INC,2005q1,KOSP,0
ORTHOVITA INC,2005q1,VITA.1,0
AMERICAN LAND LEASE INC,2005q1,ANLD,0
CIRCOR INTL INC,2005q1,CIR,0
MERISTAR HOSPITALITY CORP,2005q1,MHX,0
ILLUMINA INC,2005q1,ILMN,0
US UNWIRED INC,2005q1,UNWR,0
NCO GROUP INC,2005q1,6102B,0
THERAGENICS CORP,2005q1,TGX,0
NOVEN PHARMACEUTICALS INC,2005q1,NOVN.1,0
MOBIUS MGMT SYSTEMS INC,2005q1,MOBI.1,0
HORMEL FOODS CORP,2005q1,HRL,0
CARDIODYNAMICS INTL CORP,2005q1,CDIC,0
INTERSTATE HOTELS & RESORTS,2005q1,IHR,0
HEI INC,2005q1,HEIIQ,0
ENPATH MEDICAL INC,2005q1,NPTH.,0
NATUS MEDICAL INC,2005q1,NTUS,0
BRINKER INTL INC,2005q1,EAT,0
APPLIED MICRO CIRCUITS CORP,2005q1,AMCC,0
ODYSSEY HEALTHCARE INC,2005q1,ODSY,0
ACCREDO HEALTH INC,2005q1,ACDO,0
NEUROGEN CORP,2005q1,NRGN,0
AMERIGROUP CORP,2005q1,AGP,0
COMMSCOPE INC,2005q1,CTV.1,0
UNIVISION COMMUNICATIONS INC,2005q1,5952B,0
GROUP 1 AUTOMOTIVE INC,2005q1,GPI,0
